identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
fI6-lw7x1N382L7a7TQS5g|Donatos Pizza,1.0,1.0,,0.0,,,0.0,0.0,0.0
idYSTU7m4EWtfxLtaoVnhg|Hibachi Go,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
n-th21dNzyFqCuszByGpzA|Front Row Sports Bar,,1.0,1.0,0.0,,,,,0.0
gwWyyX0_dEiBzD1_Yrl3Wg|Rally's,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
z-ktitNH3yv_VJnSc56qtA|Arch City Tavern,0.0,1.0,,1.0,1.0,,1.0,,3.0
nZst0E5OKvcM7FOqa1hHvw|McDonald's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7gougbn6d9Q2mPw6PAqKjQ|Starbucks,,,0.0,,,,,,
CGoC5-mTfkAU4pJj3WT6FA|The Mall at Tuttle Crossing,,,1.0,,1.0,,,,
ei2Ba46lO1kWCdMHzcGapw|J Gumbo's - Delaware,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
rGinaudWuN6kiu_h9IBc8A|Frank & Carl’s,,,1.0,,,,,,
16aaFTBYAYefQFS7DEDnRA|Chipotle Mexican Grill,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
zwKIQgthba1FUPWS7nOo0w|Smokey Bones Bar & Fire Grill,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
26IQ4fF16GMfzDBEoIDvGA|Buckeye Asian Express,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
7_vF6bHS4apO3Q3inpJ9_g|El Lugar - Tapas & Pinchos Bar,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0
scGi4rkPWsOGYlbuF6sNQA|Geordie's Restaurant,,1.0,0.0,1.0,1.0,0.0,1.0,,
o1swOI_fdPYIEKb0kXY1QQ|Cap City Fine Diner Columbus - Gahanna,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,3.0
LgWR-BIq8dMOOvm3IJmsLA|Asahi Japenese Steakhouse,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
P_dDH9ezuDvAYAkkxjO6wg|Taste Bay Restaurant,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CjxfjNUxakxVcIBDk2bF8g|Tropical Smoothie Cafe,,,,,,,0.0,0.0,0.0
d9w0xjoSHTJMfcxYWsaRQQ|Brew-Stirs Clintonville Tavern,,1.0,0.0,1.0,1.0,,,,
tu6ii2kSDpusyPXjOMiq0g|Gyro Express,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
9KuVqxNgdIDBQO22S-34uw|Pastimes Pub & Grill - New Albany,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
PliTAO7fivnYHu5Y4PoX-A|BD's Mongolian Grill,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ANiS2Oy4UuhiKrUeRjjnHw|Dairy Queen,1.0,1.0,1.0,0.0,,,,,0.0
s2VY9HiLgOkgC16SRV0yNw|Dominos,,,,,,,0.0,0.0,0.0
iJdkwLTKXV1HprmSOZMp0w|Super Wok,1.0,1.0,0.0,0.0,,,,,0.0
0C9REmtguNHRkROPsYX3jw|El Mariachi,1.0,1.0,0.0,1.0,1.0,,,,
uTxtAaNTGIWQjy1Ea_xsxw|Dragon Donuts,,,0.0,0.0,,,0.0,0.0,0.0
qxTDCLWxFpyHzhLjQndvxg|Cap City Fine Diner Columbus - Grandview,1.0,1.0,,1.0,1.0,,1.0,1.0,3.0
IWyCSB8fRrkevPsGtbopzg|Vito's Wine Bar,,1.0,1.0,0.0,1.0,,,,3.0
CELbJO42_6qfYex2-RkvHw|Waffle House,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CeOy7WsfW06y5JNM-iBQkw|Fazoli's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0
HwNjnMl070_yRt8R452vMQ|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,,,
3BRJXl-0kINunj11sVTnyA|Johnnie's Tavern,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,
BTGB-I-tlI-acXuspie--A|Number One Gyro Shoppe,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
GghTigOCFKEWOqFzHqEsYA|Applebee's Grill + Bar,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
dt3p_TG6VHSU8nBdhDODQg|Peapod Play Cafe,1.0,,,,,,,,
gqJJjeSHRqiKQUns6jbQ0A|King's pizza,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0
xij3_BYKRQjcu-NZqmrGeA|Hot Chicken Takeover,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0jCImVFJe4_v18SItX6A4A|Loose Rail Brewing,,1.0,1.0,0.0,1.0,,,,1.0
guQOsm33Nttx4mxeu_I0MQ|Smashburger,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
b09g41zN4vKZ_KFZ20J1iA|Halal New York Gyro,,,,,0.0,,,,
EX17ZzAGWiyo06gCZiJ4vw|Columbus Brewing Company,,,1.0,0.0,1.0,,,,
U2S29L3S-89_S6rCljvYxQ|Chubby's Sports Bar & Grill,0.0,1.0,1.0,0.0,1.0,,1.0,,1.0
WiCNzobgjwrQQicvYHy73g|Carlucci's Pizzeria,1.0,0.0,,,,,0.0,0.0,0.0
lgvBtiJhWkFIzqnkvPVreg|Gena's Restaurant,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0
7ZnpvSsPtCsImhVNyTvHsA|The Alumni Club Sportsbar & Grill,,1.0,0.0,,1.0,,,,1.0
EPp65hxV2nS2uQzPvqrSqg|Mezze,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
2miAxfBsWcbkYxmD4hWz3Q|Short North Pint House,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,3.0
qlNMQtEhJy_LjhtdRvnH4w|Pharaoh's Hookah Café,,1.0,1.0,1.0,0.0,,,,0.0
qkO0xNtd0uvIlrXLOLFclw|Condado Tacos,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
Op0c9PkXBY1kpvw3WRmwkg|Josie's Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0
HPpHsgOjUSgChye5IHm6_A|George's Pizza,,,,0.0,,,,,
IxzUMm_Y2QfE4Vepm_mP8g|Kickin Chicken Mobile,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-xvjPiBD2XfE3sDdnSYvIw|Giant Eagle,,,0.0,,1.0,,,,
Yh8cQXJ3h_dPTM9vG9akNA|Raising Cane's Chicken Fingers,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0
ZBffyjYq7645URgPUr0fkQ|Zanzis Pizza,1.0,0.0,0.0,0.0,0.0,,,,1.0
LVdS5C8nj2dQUBGcXMx9Zg|Community Grounds,1.0,,0.0,,,,,,
SfVPUUUvLtV5IkWMjn0MIg|Five Guys,1.0,1.0,,0.0,,,0.0,0.0,0.0
ei7tFGEM4y3r2Jtw5FAyKQ|Akai Hana,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
OSEPwYsbuQeIIYIRC-Qmtg|Bier Stube,,1.0,1.0,0.0,1.0,,,,0.0
7oT-X7DRKMGLSLLQ5Tp8zw|Jeni's Splendid Ice Creams,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
cJVHGsIPrwtRvTpuaSon1A|OH Pizza & Brew,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0
P7RBy9bdfR3qkYGOYJmUrA|Potbelly Sandwich Shop,1.0,1.0,0.0,0.0,0.0,,,,
1Oq1mM5hqjehqejkfq5orA|Howdy's Deli,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
7QPdaFhn634Db4dYIZ_PLA|Chinese Express,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
G4KybxXemIrn4pEHaQOHXw|Wendy's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ztegEsA373NZ4FSPB9XrBA|Steak Escape Hilliard,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
buOZi-ecKo8iHZ68UGM7rw|Subway,1.0,1.0,0.0,0.0,0.0,,,,0.0
I05O63CFbSIMuZSOPRKlDw|Noodles & Company,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
9uhC0v6-pNJWmnedMZunVg|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,,,0.0
h38aNS9UVvXRE2NYfSSNjw|Mr Sushi,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
AhQItDVTLm2ditZYAGaZUQ|Wendy's,1.0,1.0,0.0,0.0,0.0,,,,0.0
cMV9eTANvLDWn17oRl6ANA|Signatures Mills Stone Tavern,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
nmgNtAeUINLMCYeUliM_Qg|Red Door Tavern,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2e-5osNT7-7c5KFD5u7SdA|Roman's Pizza & Super Sub Shoppe,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ztj7O4S1p3qmKEHhDUu44g|Classics  Sports Bar,0.0,1.0,1.0,0.0,1.0,,,,
z-oaCulhsSEYTOeVnT1ETg|Greek Express,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
670uYG2W19te4Uy9EVVdgQ|Ty Ginger Asian Bistro,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0
MWm4tqceixb_lOAkuQtwrw|Coaches,0.0,1.0,1.0,0.0,1.0,,,,1.0
8MWHgnpaMFi1EIYCWOJ7Eg|Keystone Pub & Patio Lewis Center,,,1.0,1.0,,,,,0.0
4lSrF9sk2r0y0TTHEax8BQ|The Brewed Leaf,1.0,,,,,,,,
nzNVrcQIji-AMKjP0DgbXg|Bar 23,0.0,1.0,1.0,0.0,1.0,,,0.0,3.0
bgT1qzYHEPNbh6m2P6FMQQ|Mi Pueblo Mexican Grill And Bar,,,,,,,0.0,0.0,0.0
-XsgHkrblivxrbJptoHURQ|Firdous Express,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
Kj47ynlqjJyCjCFx8BWahQ|Little Caesars Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,2.0
V0iLdYpsLd1onf98EgCBXQ|Condado Tacos,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
cBKtyK7vWzYnyyC-bOm8vg|Elia Athenian Grill,,,,,,0.0,0.0,0.0,2.0
ENDUhy6ZIw2jdHwlBZGAdg|HangOverEasy,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
PPRcJAa7J40EkMCd2mjSvw|Two Fatt Indians,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
qSvv7xYuZFt87mAfjzHf-w|Las Margaritas - Westerville,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
b234GQftxmGJ0iisB4ZYcQ|Joseppi's Pizza,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
W-LQnIsAwUXIafRMbbge3Q|Nicola Restaurant and Bar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
ypY-IQoAE_MjmSCODeVu5Q|Jimmy John's,1.0,1.0,0.0,0.0,,,,,
7pD6EChKj6L4T0bGF04PoQ|The Crest Gastropub,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,2.0
XRqp99_adsaCiF-BFrTv_g|Calanley Restaurant,1.0,1.0,0.0,,,,,,0.0
KajE1dr7sSPd9LaU3mYjVg|Jimmy V's Grill & Pub Pataskala,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0
tajS9tP_Mgl7_XA4QA7b-w|El Camioncito del Sabor Taqueria,1.0,1.0,0.0,0.0,0.0,,,,0.0
WjBp6H3iMPT84XS4CXOuKQ|Pastaria,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0
OZZvcRw63WcUqZyiR3segQ|McDonald's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
uyJvzjbjdb8R7Q-Qf1yPFw|Olympic Diner,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0
0gZs-QAK6iarueLtqR5B2w|Drunch Eatery + Bar,1.0,1.0,,0.0,1.0,1.0,,1.0,1.0
PixKXZ63_T8GfWmKjSBsjA|Jades,,,,,,,0.0,0.0,0.0
8lWAkv04_NiqpgE3ioqIfw|Grandad's Pizza & Pub,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
4dwEh4tfCCITa3kXVO3PqQ|White Castle,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
pW6jIK9Vu18vXigPTfNwUQ|Park Street Cantina,0.0,1.0,1.0,1.0,1.0,,,,1.0
T1Ttw8jyAiUnbZ7NCXjNBQ|Papa John's Pizza,1.0,1.0,0.0,0.0,0.0,,,,0.0
_8OgXGJ3qbcmxljXTq5Pfg|Joy's Village,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.0
QckIpkpyVmGc8p6P1DAizQ|Union Market,1.0,1.0,1.0,0.0,0.0,,,,0.0
8j-ywG1soNmqvNr3BpyWxQ|Premier BarBQ,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
gFWh4--E7aHYhWNqOvP6nw|First Watch,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,
mr8qOQV3NEFwvmVe8qWqKg|The Dublin Village Tavern,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
sz5eATcLA7jimY_-c-9yMg|Ming Flower Chinese Restaurant,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
_rHPSvudtFUAbZrDEfxG4g|Cinco Tacos,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0
dPJ02MwEyaMKwZSYv_2jwg|Panda House,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
pMfhm-dZgfI1FXuIZK16oQ|Panda Express,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
N5pFUyNoH5tfd-706WKsnA|IHOP,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0
sEdhUpPoB5k-w3T4rHPsQA|Seven Little Sliders,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bnXGkn3Grq6bCzC8DbCiug|Eat Purr Love Cat Café,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
qbvUR5HWjp2xDQMjiilgwQ|Mezzo,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
59eIU6W6nWDGXrBtI-uvSA|Taco Bell,1.0,1.0,0.0,0.0,0.0,,,,2.0
TyQ4o16RG__Zr6-W79bxLQ|Alrosa Villa,1.0,1.0,1.0,0.0,1.0,,,,0.0
bkDtWBYMciBuk53bZYG_fQ|Buster's Corner Store,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
qA7SaMe6dmPPtuEM938U7A|Wingstop,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
o7TX0QYPTUvc0lz-nP7RPQ|Skillet,1.0,0.0,,0.0,1.0,1.0,0.0,,3.0
pVy6OuD2d72bn2V6yED0ig|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,,,1.0
dRr-FnG-fP07bcvNlbijYg|Grandma's Pizza & Pasta,,1.0,0.0,0.0,0.0,,,,
59QvvLdB6FA-JjCpxATvdQ|Dumplings of Fury,,,1.0,,,,,,
WiiOt6AliLkAb1bB71yCYA|Arirang Oriental Market,1.0,1.0,0.0,0.0,0.0,,,,0.0
AD_ZK1M0tuFDGPiju2LxmA|Genjigo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HLPeZ6xNLkOO3fEWFPItuw|Moody Trudys Food Truck,,,,,0.0,,,,
2MAk8X3440Iohx34-5Np-g|Wong's Golden Wok,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0
H4lRvWKZ9XfjJpE0LR5pQQ|Waffle House,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
TX90QFwdWFqu3TxRdWR18A|Azteca Mexican Grill,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
NH8V696iu8PeMGdVugXDyw|Marco's Pizza,1.0,1.0,,,0.0,,0.0,0.0,0.0
2-qO5KNjvXA3nW_YbnXX5Q|Jim's Diner,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Eh4rQbIgUmz7Z6-uEG5tsg|Papa John's Pizza,0.0,1.0,0.0,0.0,,,,,
jtAWaEmUvPfJhlVqQ40Now|Taco Bell,1.0,0.0,0.0,0.0,,,,,2.0
6e0umJWDYtr5ssypr_stOQ|Stadz Pizzeria,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Owv2xWM8_cVLhAnW6wr1sw|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qPFnIrj_aQH-1jEt_YN3mg|Callahan's Columbus,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0
CsOcbfqbslqnGDyKy3nMSw|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
S5Eb1W_Hsa0S0p4lwRTPMg|Olentangy River Brewing Company,1.0,,1.0,,,,,,
SMyM1YM6jAe2VBDxXj1ujg|Darbo Restaurant,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
cWad40jEQrDp-nvcz7LsJg|Alpine Restaurant & Bar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,
9oT6J7ByldkrYb4ZalUXFw|Bob Evans,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
i22sFqfNO1p1bBEjXmRHOA|Chipotle Mexican Grill,1.0,0.0,1.0,0.0,1.0,,,,1.0
Xtq1aIGCdwREec3fXM6Wyg|Donatos Pizza,1.0,,,0.0,0.0,,,,0.0
AH9GmW7mUFL9A5rnFOnABg|Subway,1.0,1.0,0.0,0.0,,,,,0.0
xLXNtMdHTyntkj-gOPJb-g|DH Wu,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0
Qi-7IKMQGNNX5SUWJWXpdQ|Portside Cafe,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-ocv21BNkfRBimg-OUxRgg|Romeo's Pizza,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q4ph_mkJLYtK_zL83vHxQw|Subway,1.0,1.0,,0.0,0.0,,0.0,0.0,2.0
QQS2SFXkFY8Au3YT89PzTg|KFC,1.0,1.0,1.0,0.0,0.0,,,,0.0
VQQfpNfYlMBWLg4iitpIIA|McDonald's,1.0,0.0,0.0,0.0,0.0,,,,0.0
mXpckXCoNqGr_J4rG9Fi9g|Subway,1.0,1.0,,,,,,,
QG036-U0Ni-QHD7FBR63TA|Jumbo's Sub Shop,1.0,1.0,1.0,0.0,,,,,0.0
T-3kUvPZ5Lunr11PuLVwtA|Papa John's Pizza,1.0,1.0,,0.0,0.0,,,,0.0
ar1dNpRtgJXoA3mJkRRSBw|Five Guys,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
PDiuEFoROLZtsaei8CLbOQ|Sophie's Gourmet Pierogi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
b0AygAL66waCMDrx4emv_g|Wendy's,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
NczchCLDpDlTPK7MVf5m8w|Natalie's Music Hall & Kitchen - Grandview,,1.0,1.0,1.0,1.0,1.0,,,3.0
tGrP5z3WuccTx-k4hxSmkA|Mugsy's Pub and Patio,,1.0,1.0,0.0,1.0,,,,
_6GvqTvkiZ5_ceOevim7MQ|Eat Greek - Dublin,,,1.0,,0.0,1.0,,,
n1ZVhnEK8PyHBPRdwaQDig|Dewey's Pizza,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,3.0
KRPB7LX-xsjHGovkvUaOfw|Church's Chicken,1.0,1.0,0.0,0.0,,,0.0,0.0,
O3yb1D7GFBl3IGMCArv82A|Restoration Brew Worx,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
vFcLsLhNUTFPgGeMG4VrRA|Goodale Station,,1.0,1.0,1.0,1.0,1.0,,,2.0
NcYqBv0IVqPh5V_tQ1wgMA|Woodland's Backyard,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0
fHl9v_DVtxEEpvHCUSix3w|Asian Wok II,1.0,,,0.0,,,,,
XsL96-NP4OYThC2P1E5ISA|Capital Ramen,,,,,0.0,,0.0,0.0,
rZ5w3SdovPpn7RnALfQD1w|Domino's Pizza,1.0,1.0,0.0,0.0,0.0,,,,0.0
Y58ajW_UFRM1ZBOGreZgyQ|Barrio Tacos,,,1.0,,1.0,,,,
hxKbXhGM2PgzLFMnE50UQg|El Campo,0.0,,,0.0,,0.0,,,
vx2e5hBz69OLstxweLiCnA|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
NAOd2A66B9uNvlAWkKHqSA|Kolache Republic,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0
6_Bf8MgJdYIRZ_3AvPr1Cg|George's Greek Coney Island,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
se8WPy2lEXHsaf9NxRL0Aw|Giammarco's Italian Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
4vQAH1P_kt5l3TTiJgvD7w|Jimmy John's,,,,0.0,,,,,
bxIhfB5Nt3Qm8AaEhBLbyg|FUSIAN,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
BxnflHfedi-9vnTZrg7AEQ|Subway,1.0,0.0,,0.0,0.0,,,,
cd9Use6pXTGlhRXHstyBfg|Columbus Food Truck And Cart Fest,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
zVwZhXM0SSuoitZww4Hd2Q|Whole Foods Market,,,,,1.0,,0.0,0.0,
bcdC_WGw4scfO929P2uWJg|Subway,1.0,0.0,0.0,0.0,0.0,,,,0.0
OG-zOMHUdlojKwQhrozRyg|Rusty Bucket Restaurant & Tavern,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dKZD5NeHtQdRYfUuungo8w|SeeSaw,,1.0,1.0,1.0,1.0,1.0,,,2.0
bSH5is1rwsaX5_SG8QXIGw|Vino Vino,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,2.0
LMw-sqCfPkFGrviXvtQ7iA|Donatos Pizza,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZWOWqPlv19dNccRU_Xn6rQ|Hadley's Bar + Kitchen,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0
gJA3VgoEZZcV3XeTxqac1g|Subway,1.0,0.0,0.0,0.0,0.0,,,,0.0
Y7v90TllcK4zKx29qSfk9g|Taqueria Los Tizoncitos La Joya,,,0.0,,0.0,0.0,0.0,0.0,0.0
--Q3mAcX9t63f7Xcbn7LVA|The Royce,1.0,,1.0,,,,,,2.0
1qtrm_3tBPenXFwBGDZecA|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0
9OcU0i6cRPnOsIFkW5PbNA|Little Caesar's Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,
aw_gbXZpcxVrEOaAY9VCSw|Dairy Freeze,,,1.0,0.0,0.0,0.0,,,
RO4FrpSQ9Z8l76Ux-nli0g|Popeyes Louisiana Kitchen,,,,0.0,,,,,
XeFv68fFJo8Bh-Ya2d103A|Larry's Pizza and Wings,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,1.0
J9wRu5WcekR5A86WJ8RzqA|Smohked,,,1.0,0.0,1.0,1.0,0.0,0.0,
yHixklhb5guNmcvWkg8qZw|Yabo's Tacos - Hilliard,1.0,,1.0,,,,0.0,0.0,0.0
L53qlFoFNJmhocqyg11Liw|Domino's Pizza,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
QjXueK93EcKPWj2B5jPvQw|Luna Pizza Kitchen,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ngISVETVUANe0i1jGxMifw|Olive Garden Italian Restaurant,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6_VBVoFBWE2gysfcwAi5aA|Casa Hacienda Grill,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6ROrxu6eYVwjPCN36ms4mQ|Domino's Pizza,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
O-LMT9abPQECpYuyncyiag|Pizza Hut,1.0,0.0,0.0,0.0,0.0,,,,0.0
2uFctLaxgdVuYdg-a-R0Rw|Einstein Bros Bagels,1.0,,,,,,,,
QabRJdgliFUg_F7RXnrZwg|Tian Fu Buffet,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
6w7AO5WrIDvecSh8a_Oeyg|HangOverEasy,,,,0.0,1.0,1.0,,,1.0
sNNN_idYlxTp3xREtVxKTg|Gabby's Bar,,1.0,1.0,1.0,1.0,,,,0.0
ygDVelFEQid9pg68Iie5HQ|Poke Bros,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Z78gaVWaAJZWDTv40cScbA|Poke Bros,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0
CcA_qyQbDALXsUTRca94VA|Subway,1.0,1.0,0.0,0.0,0.0,,,,0.0
F9_uYZowslaKYj7eeEiUZA|Taco Bell,1.0,1.0,0.0,0.0,0.0,,,,0.0
ZkQyknYAjDUCjT5--HHpKA|Level One Bar + Arcade,0.0,1.0,1.0,1.0,1.0,,,,1.0
6whf341MbUYTixC2__3E4Q|Classic Pizza,1.0,0.0,0.0,0.0,,,,,0.0
y6HNCG_S69tC56hlanQTcA|Tropico Caribbean Grill,1.0,,,,0.0,0.0,,,
YdlmkxISEW4C1Cx5hXf9nA|Melt Bar and Grilled,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0
06b16NMl2j6tn8i-Lzzzgg|Big Mamma's Burritos,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4DPVz98iUcqoGUTaHjjpYA|Swensons Drive-In,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tVRXNHEkpBfkb16LAakz4g|Anne's Kitchen - Southern Style,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
t82Dd-RhKZXB9eIvIH5mmQ|Paulie Gee's Short North,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,
JI7Y-iEH5XoDLkXlfljidA|Larry B's Sports Lounge,,1.0,1.0,1.0,1.0,,,,0.0
yYtlpjhTyiKBYdHBd6GSlA|Parkers Tavern,,,1.0,,,,,,
Z6tt7ikUj5861Now7zBcGA|Cones N Concoctions,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
mwr6wcD7oD30XJuHYCLsVQ|Subway,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TiA1fZEhh6fIkZUZ7bQVtA|Flavor 91 Bistro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
WfZuyFnTeJAK580dvCfdRg|Roosters Restaurant & Bar,1.0,1.0,0.0,0.0,1.0,,,,1.0
9nx-2YzbeTFXkayqdDxdCw|Hunan J Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
